SequenceName	ClusterNumber
15-00238	1
15-00245	1
15-00243	1
15-00221	1
15-00217	1
15-00223	1
15-00222	1
15-00220	1
15-00205	1
15-00216	1
15-00219	1
15-00202	1
15-00200	1
15-00194	1
15-00224	1
15-00203	1
15-00212	1
15-00211	1
15-00206	1
15-00195	1
15-00198	1
15-00197	1
15-00199	1
15-00191	1
15-00264	1
15-00192	1
15-00183	1
15-00185	1
15-00176	1
15-00182	1
15-00174	1
15-00193	1
15-00169	1
15-00168	1
15-00177	1
15-00155	1
15-00151	1
15-00146	1
15-00157	1
15-00145	1
15-00152	1
15-00160	1
15-00147	1
15-00153	1
15-00137	1
15-00127	1
15-00140	1
15-00128	1
15-00136	1
15-00139	1
15-00227	1
15-00228	1
15-00111	1
15-00141	1
15-00117	1
15-00118	1
15-00116	1
15-00105	1
15-00096	1
15-00110	1
15-00097	1
15-00109	1
15-00094	1
15-00119	1
15-00103	1
15-00098	1
15-00095	1
15-00087	1
15-00075	1
15-00076	1
15-00080	1
15-00084	1
15-00081	1
15-00107	1
15-00073	1
15-00062	1
15-00065	1
15-00063	1
15-00055	1
15-00054	1
15-00064	1
15-00052	1
15-00049	1
15-00050	1
15-00033	1
15-00057	1
15-00043	1
15-00059	1
15-00040	1
15-00037	1
15-00044	1
15-00170	1
15-00025	1
15-00030	1
15-00006	1
15-00046	1
15-00021	1
15-00013	1
15-00018	1
14-00887	1
15-00012	1
15-00009	1
15-00017	1
15-00010	1
15-00007	1
14-00888	1
14-00886	1
14-00881	1
14-00878	1
14-00879	1
14-00880	1
14-00884	1
14-00874	1
14-00876	1
14-00883	1
14-00873	1
14-00869	1
14-00866	1
14-00877	1
14-00872	1
14-00863	1
14-00862	1
14-00865	1
14-00857	1
14-00875	1
14-00852	1
14-00853	1
14-00851	1
14-00856	1
14-00854	1
14-00864	1
14-00858	1
14-00848	1
14-00847	1
14-00845	1
14-00846	1
14-00844	1
14-00843	1
14-00828	1
14-00765	1
14-00764	1
14-00762	1
14-00760	1
14-00759	1
14-00757	1
14-00761	1
14-00728	1
14-00713	1
14-00702	1
14-00699	1
14-00665	1
14-00645	1
14-00637	1
14-00638	1
14-00611	1
14-00582	1
14-00620	1
14-00515	1
15-01264	1
14-00297	1
15-01179	1
15-00790	1
15-00031	1
14-00586	1
15-01070	1
15-01296	1
15-01062	1
15-00983	1
15-00922	1
15-00905	1
15-00885	1
15-00817	1
15-00833	1
15-00819	1
15-00799	1
15-00840	1
15-00785	1
15-00758	1
15-00769	1
15-00744	1
15-00722	1
15-00740	1
15-00735	1
15-00711	1
15-00705	1
15-00678	1
15-00703	1
15-00686	1
15-00647	1
15-00631	1
15-00617	1
15-00616	1
15-00554	1
15-00486	1
15-00470	1
15-00471	1
15-00566	1
15-00567	1
15-00568	1
15-00437	1
15-00565	1
15-00407	1
15-00406	1
15-00405	1
15-00373	1
15-00277	1
15-00210	1
15-00175	1
15-00158	1
15-00126	1
15-00123	1
15-00144	1
15-00113	1
15-00112	1
15-00124	1
15-00042	1
15-00463	1
14-00609	1
14-00610	1
14-00694	1
14-00566	1
14-00539	1
14-00538	1
15-00756	1
15-00804	1
15-00662	1
15-00601	1
15-00596	1
15-00457	1
15-00454	1
15-00593	1
15-00942	1
15-00904	1
15-00670	1
15-00473	1
13-00896	1
24-00437	1
23-00392	1
23-00303	1
23-00277	1
23-00276	1
23-00229	1
17-01023	1
16-00655	1
16-00613	1
16-00584	1
16-00574	1
16-00567	1
16-00566	1
16-00544	1
16-00528	1
16-00519	1
16-00522	1
16-00508	1
16-00509	1
16-00516	1
16-00517	1
16-00495	1
16-00479	1
16-00481	1
16-00478	1
16-00444	1
16-00440	1
16-00436	1
16-00428	1
16-00420	1
16-00418	1
16-00421	1
16-00407	1
16-00409	1
16-00429	1
16-00381	1
16-00383	1
16-00382	1
16-00402	1
16-00403	1
16-00371	1
16-00392	1
16-00046	1
16-00045	1
15-00733	1
14-00052	1
14-00055	1
13-00855	1
13-00841	1
13-00808	1
13-00772	1
13-00763	1
13-00744	1
13-00764	1
13-00742	1
13-00743	1
13-00733	1
13-00720	1
13-00721	1
13-00709	1
13-00711	1
13-00697	1
13-00704	1
13-00708	1
13-00696	1
13-00701	1
13-00700	1
13-00683	1
13-00689	1
13-00698	1
13-00667	1
13-00661	1
13-00645	1
13-00643	1
13-00633	1
13-00634	1
13-00624	1
13-00616	1
13-00619	1
13-00599	1
13-00605	1
13-00597	1
13-00567	1
13-00566	1
13-00534	1
13-00532	1
13-00522	1
13-00521	1
13-00523	1
13-00524	1
13-00551	1
13-00489	1
13-00490	1
13-00491	1
13-00482	1
13-00470	1
13-00479	1
13-00475	1
13-00466	1
13-00467	1
13-00468	1
13-00460	1
13-00454	1
13-00447	1
13-00442	1
13-00455	1
13-00426	1
13-00437	1
13-00429	1
13-00421	1
13-00453	1
13-00424	1
13-00422	1
13-00425	1
13-00423	1
13-00412	1
13-00416	1
13-00413	1
13-00414	1
13-00438	1
13-00399	1
13-00433	1
13-00403	1
13-00439	1
13-00398	1
13-00391	1
13-00393	1
13-00409	1
13-00406	1
13-00405	1
13-00396	1
13-00389	1
13-00385	1
13-00383	1
13-00418	1
13-00419	1
13-00374	1
13-00432	1
13-00381	1
13-00377	1
13-00382	1
13-00388	1
13-00379	1
13-00365	1
13-00366	1
13-00373	1
13-00355	1
13-00361	1
13-00362	1
13-00354	1
13-00369	1
13-00372	1
13-00350	1
13-00349	1
13-00360	1
13-00371	1
13-00342	1
13-00340	1
13-00351	1
13-00338	1
13-00330	1
13-00341	1
13-00332	1
13-00329	1
13-00339	1
13-00315	1
13-00320	1
13-00297	1
13-00318	1
13-00304	1
13-00306	1
13-00302	1
13-00305	1
13-00307	1
13-00301	1
13-00257	1
13-00260	1
13-00248	1
13-00262	1
13-00263	1
13-00258	1
13-00249	1
13-00247	1
13-00250	1
13-00259	1
13-00251	1
13-00230	1
13-00228	1
13-00226	1
13-00222	1
13-00223	1
13-00213	1
13-00214	1
13-00209	1
13-00212	1
13-00215	1
13-00217	1
13-00211	1
13-00208	1
13-00202	1
13-00200	1
13-00199	1
13-00189	1
13-00198	1
13-00187	1
13-00186	1
13-00197	1
13-00203	1
13-00193	1
13-00192	1
13-00177	1
13-00169	1
13-00170	1
13-00173	1
13-00164	1
13-00160	1
13-00162	1
13-00163	1
13-00166	1
13-00149	1
13-00161	1
13-00157	1
13-00144	1
13-00139	1
13-00136	1
13-00132	1
13-00134	1
13-00133	1
13-00129	1
13-00135	1
13-00130	1
13-00122	1
13-00115	1
13-00108	1
13-00095	1
13-00104	1
13-00102	1
13-00103	1
13-00101	1
13-00092	1
13-00093	1
13-00086	1
13-00078	1
13-00076	1
13-00072	1
13-00080	1
13-00073	1
13-00075	1
16-00776	1
16-00646	1
16-00413	1
16-00375	1
16-00391	1
16-00390	1
16-00349	1
16-00311	1
16-00313	1
16-00354	1
16-00292	1
16-00305	1
16-00309	1
16-00276	1
16-00277	1
16-00278	1
16-00270	1
18-00739	1
18-00754	1
18-00737	1
18-00713	1
18-00735	1
18-00734	1
18-00697	1
18-00699	1
18-00706	1
18-00705	1
18-00692	1
18-00703	1
18-00686	1
19-00565	1
19-00532	1
19-00477	1
19-00408	1
19-00125	1
19-00094	1
19-00086	1
19-00061	1
19-00677	1
19-00402	1
19-00971	1
19-00257	1
11-00736	1
11-00691	1
11-00635	1
11-00492	1
11-00376	1
13-00152	1
13-00114	1
13-00087	1
13-00016	1
13-00317	1
13-00316	1
13-00402	1
13-00486	1
13-00820	1
15-01262	1
18-00217	1
11-00808	1
11-00802	1
24-00758	1
12-00289	1
13-00089	1
11-00777	1
11-00754	1
11-00755	1
11-00727	1
11-00716	1
11-00714	1
11-00710	1
11-00690	1
11-00661	1
11-00660	1
11-00377	1
11-00145	1
15-01022	1
15-01014	1
15-00632	1
15-00382	1
14-00319	1
15-00967	1
15-00976	1
15-00965	1
15-00966	1
15-01189	1
15-01013	1
15-00981	1
15-00921	1
15-00808	1
15-00773	1
15-00685	1
15-01109	1
15-01097	1
08-00042	1
08-00043	1
15-00204	1
10-00075	1
10-00073	1
10-00091	1
10-00058	1
10-00033	1
10-00029	1
10-00026	1
10-00022	1
10-00023	1
10-00018	1
10-00017	1
10-00006	1
08-00034	1
07-00412	1
07-00399	1
07-00397	1
07-00390	1
07-00382	1
07-00377	1
07-00376	1
07-00369	1
07-00365	1
07-00362	1
07-00358	1
07-00363	1
07-00360	1
07-00356	1
07-00349	1
07-00352	1
07-00338	1
07-00340	1
07-00344	1
07-00341	1
07-00332	1
07-00333	1
07-00329	1
07-00335	1
07-00324	1
07-00327	1
07-00326	1
07-00320	1
07-00310	1
07-00311	1
07-00308	1
07-00306	1
07-00295	1
07-00297	1
07-00292	1
07-00300	1
07-00303	1
07-00299	1
07-00291	1
07-00290	1
07-00266	1
07-00265	1
07-00267	1
07-00264	1
07-00268	1
07-00260	1
07-00249	1
07-00238	1
07-00246	1
07-00235	1
07-00245	1
07-00188	1
10-00207	1
10-00187	1
10-00182	1
10-00126	1
10-00112	1
10-00089	1
10-00086	1
09-00070	1
09-00077	1
09-00056	1
17-01027	1
07-00330	1
07-00302	1
07-00288	1
13-00670	1
14-00356	1
13-00665	1
13-00649	1
13-00646	1
13-00650	1
13-00614	1
13-00205	1
13-00261	1
13-00191	1
13-00838	1
07-00746	1
10-00057	1
20-00221	1
20-00290	1
20-00224	1
20-00209	1
20-00225	1
20-00206	1
20-00207	1
20-00200	1
20-00223	1
20-00193	1
20-00194	1
20-00167	1
20-00150	1
20-00148	1
20-00149	1
20-00119	1
20-00120	1
20-00128	1
20-00097	1
20-00098	1
20-00088	1
20-00085	1
20-00077	1
20-00087	1
20-00086	1
20-00050	1
20-00029	1
19-01229	1
19-01181	1
19-01095	1
19-01090	1
19-01096	1
19-01093	1
19-01094	1
19-01092	1
19-01056	1
19-01035	1
19-01014	1
19-01015	1
19-01034	1
19-01011	1
19-00980	1
19-00969	1
19-00965	1
19-00966	1
19-00936	1
19-00888	1
19-00860	1
19-00861	1
19-00839	1
19-00810	1
19-00817	1
19-00813	1
19-00796	1
19-00766	1
19-00726	1
19-00705	1
19-00706	1
19-00679	1
19-00643	1
19-00630	1
19-00609	1
19-00604	1
19-00657	1
19-00654	1
19-00656	1
19-00573	1
19-00580	1
19-00651	1
19-00650	1
19-00649	1
19-00513	1
19-00648	1
19-00647	1
19-00517	1
19-00492	1
19-00566	1
19-00460	1
19-00506	1
19-00461	1
19-00404	1
19-00390	1
19-00401	1
19-00382	1
19-00393	1
19-00504	1
19-00383	1
19-00374	1
19-00380	1
19-00411	1
19-00366	1
19-00369	1
19-00361	1
19-00367	1
19-00353	1
19-00348	1
19-00373	1
19-00352	1
19-00793	1
19-00337	1
19-00365	1
19-00503	1
19-00499	1
19-00500	1
19-00316	1
19-00498	1
19-00497	1
19-00286	1
19-00282	1
19-00310	1
19-00308	1
19-00309	1
19-00288	1
19-00264	1
19-00281	1
19-00253	1
19-00307	1
19-00255	1
19-00254	1
19-00245	1
19-00241	1
19-00223	1
19-00219	1
19-00305	1
19-00302	1
19-00304	1
19-00303	1
19-00297	1
19-00226	1
19-00298	1
19-00228	1
19-00204	1
19-00243	1
19-00203	1
19-00196	1
19-00315	1
19-00171	1
19-00168	1
19-00173	1
19-00212	1
19-00160	1
19-00172	1
19-00151	1
19-00195	1
19-00134	1
19-00144	1
19-00147	1
19-00148	1
19-00149	1
19-00110	1
19-00116	1
19-00103	1
19-00092	1
19-00090	1
19-00083	1
19-00091	1
19-00068	1
19-00060	1
19-00062	1
19-00054	1
19-00051	1
19-00064	1
19-00050	1
19-00052	1
19-00055	1
19-00053	1
19-00045	1
19-00109	1
19-00097	1
19-00046	1
19-00108	1
19-00037	1
19-00025	1
19-00010	1
19-00012	1
18-00993	1
18-00994	1
18-00986	1
18-00957	1
18-00943	1
18-00914	1
18-00862	1
18-00762	1
18-00768	1
18-00731	1
18-00717	1
18-00678	1
18-00666	1
18-00668	1
18-00642	1
18-00638	1
18-00637	1
18-00617	1
18-00625	1
18-00611	1
18-00604	1
18-00612	1
18-00592	1
18-00587	1
18-00580	1
18-00581	1
18-00572	1
18-00573	1
18-00564	1
18-00585	1
18-00583	1
18-00584	1
18-00549	1
18-00528	1
18-00513	1
18-00485	1
18-00484	1
18-00499	1
18-00500	1
18-00493	1
18-00490	1
18-00495	1
18-00460	1
18-00413	1
18-00416	1
18-00397	1
18-00384	1
18-00369	1
18-00376	1
18-00952	1
18-00953	1
18-00330	1
18-00347	1
18-00313	1
18-00278	1
18-00269	1
18-00268	1
18-00263	1
18-00260	1
18-00950	1
18-00252	1
18-00233	1
18-00949	1
18-00220	1
18-00218	1
18-00219	1
18-00222	1
18-00352	1
18-00213	1
18-00211	1
18-00214	1
18-00212	1
18-00177	1
17-00477	1
17-00468	1
19-00225	1
19-00169	1
19-00272	1
19-00349	1
19-00193	1
17-00321	1
17-00163	1
19-01183	1
19-00295	1
19-00211	1
19-00057	1
19-00042	1
18-00901	1
19-01024	1
20-00187	1
19-00586	1
19-00509	1
19-00721	1
19-00688	1
19-00658	1
19-00471	1
19-00613	1
24-01146	1
24-01149	1
24-01133	1
24-01163	1
24-01140	1
24-01135	1
24-01139	1
24-01136	1
24-01118	1
24-01119	1
24-01111	1
24-01110	1
24-01120	1
24-01104	1
24-01124	1
24-01112	1
24-01150	1
24-01113	1
24-01116	1
24-01114	1
24-01151	1
24-01117	1
24-01098	1
24-01082	1
24-01089	1
24-01093	1
24-01091	1
24-01060	1
24-01052	1
24-01065	1
24-01062	1
24-01030	1
24-01034	1
24-01063	1
24-01066	1
24-00994	1
24-00945	1
24-00948	1
24-00950	1
24-00943	1
24-00952	1
24-00946	1
24-00953	1
24-00965	1
24-00961	1
24-00878	1
24-00876	1
24-00888	1
24-00886	1
24-00887	1
24-00714	1
24-00705	1
24-00098	1
24-00070	1
24-00072	1
24-00073	1
24-00069	1
24-01130	1
24-01142	1
24-00849	1
24-00811	1
24-00759	1
24-00696	1
24-00677	1
24-00631	1
24-00630	1
24-00586	1
24-00577	1
24-00580	1
24-00403	1
24-00227	1
24-00172	1
24-00080	1
24-00148	1
23-00885	1
23-00768	1
23-00506	1
24-01081	1
24-01078	1
24-01088	1
24-01086	1
24-00930	1
24-00928	1
24-00929	1
24-00812	1
24-00807	1
24-00760	1
24-00786	1
24-00735	1
24-00731	1
24-00722	1
24-00656	1
24-00642	1
24-00643	1
24-00525	1
24-00528	1
24-00516	1
24-00530	1
24-00540	1
24-00473	1
24-00472	1
24-00443	1
24-00387	1
24-00412	1
24-00208	1
24-00167	1
24-00173	1
24-00176	1
24-00275	1
24-00574	1
24-00122	1
24-00113	1
24-00131	1
24-00276	1
24-00185	1
24-00095	1
24-00067	1
24-00037	1
23-00773	1
23-00770	1
23-00738	1
23-00735	1
23-00731	1
23-00650	1
23-00304	1
23-00310	1
23-00325	1
23-00179	1
22-00571	1
24-00140	1
24-00575	1
24-00479	1
23-00690	1
23-00689	1
23-00695	1
23-00826	1
23-00830	1
23-00827	1
24-01122	1
24-01121	1
18-00343	1
22-00554	1
23-00541	1
24-00455	1
24-00217	1
24-00102	1
18-00264	1
18-00433	1
18-00371	1
18-00299	1
18-00297	1
18-00237	1
18-00187	1
24-00938	1
24-00915	1
24-00903	1
24-00875	1
24-00885	1
24-00919	1
24-00806	1
24-00761	1
24-00746	1
24-00747	1
24-00740	1
24-00742	1
24-00688	1
24-00701	1
24-00700	1
24-00695	1
24-00698	1
24-00796	1
24-00706	1
24-00657	1
24-00614	1
24-00633	1
24-00581	1
24-00567	1
24-00520	1
24-00441	1
24-00445	1
24-00435	1
24-00418	1
24-00393	1
24-00394	1
24-00341	1
24-00308	1
24-00319	1
24-00321	1
24-00309	1
24-00334	1
24-00333	1
24-00302	1
24-00270	1
24-00244	1
24-00335	1
24-00240	1
24-00215	1
24-00199	1
24-00195	1
24-00200	1
24-00198	1
24-00196	1
24-00207	1
24-00189	1
24-00177	1
24-00220	1
24-00221	1
24-00222	1
24-00159	1
24-00158	1
24-00175	1
24-00179	1
24-00178	1
24-00120	1
24-00119	1
24-00094	1
24-00090	1
24-00044	1
23-00625	1
24-00792	1
24-00805	1
24-00748	1
24-00718	1
24-00726	1
24-00717	1
24-00660	1
24-00650	1
24-00680	1
24-00678	1
24-00681	1
24-00679	1
24-00676	1
24-00599	1
24-00598	1
24-00597	1
24-00584	1
24-00542	1
24-00511	1
24-00546	1
24-00497	1
24-00461	1
24-00460	1
24-00481	1
24-00641	1
24-00446	1
24-00448	1
24-00451	1
24-00452	1
24-00449	1
24-00432	1
24-00549	1
24-00545	1
24-00897	1
24-00669	1
24-00684	1
24-00624	1
24-00589	1
24-00570	1
24-01031	1
17-01054	1
17-01029	1
17-01006	1
17-00895	1
17-00749	1
17-00507	1
17-00825	1
17-00361	1
17-00117	1
17-00113	1
17-00111	1
17-00106	1
17-00084	1
17-00369	1
17-00058	1
17-00057	1
16-00683	1
16-00614	1
16-00597	1
16-00591	1
16-00593	1
16-00594	1
16-00380	1
17-01071	1
16-00145	1
16-00202	1
18-00798	1
18-00781	1
18-00788	1
18-00784	1
18-00779	1
18-00771	1
18-00770	1
18-00755	1
18-00757	1
18-00348	1
18-00231	1
19-01296	1
19-01292	1
19-01295	1
19-01293	1
18-00865	1
18-00803	1
19-00023	1
19-00022	1
18-00047	1
18-00013	1
17-00164	1
17-00327	1
17-00105	1
17-00088	1
17-00056	1
17-00371	1
17-00382	1
17-00355	1
17-00354	1
17-00322	1
17-00332	1
17-00292	1
17-00266	1
17-00267	1
17-00265	1
17-00247	1
17-00254	1
17-00238	1
17-00191	1
17-00216	1
17-00188	1
17-00184	1
17-00187	1
17-00189	1
17-00179	1
17-00155	1
17-00107	1
19-00220	1
19-00222	1
19-00820	1
17-00616	1
17-00581	1
17-00502	1
17-00471	1
17-00449	1
17-00427	1
17-00421	1
17-00411	1
17-00405	1
17-00200	1
17-00335	1
17-00158	1
17-00157	1
17-00094	1
17-00103	1
17-00115	1
17-00092	1
17-00097	1
17-00083	1
17-00053	1
17-00027	1
17-00012	1
17-00010	1
16-00859	1
16-00789	1
16-00759	1
16-00132	1
24-00591	1
23-00302	1
23-00273	1
23-00249	1
24-00908	1
24-01101	1
15-01247	1
15-01207	1
15-01084	1
15-01051	1
14-00698	1
17-00314	1
17-00180	1
16-00850	1
18-00069	1
18-00068	1
17-01148	1
16-00564	1
16-00560	1
16-00524	1
16-00510	1
16-00500	1
16-00467	1
16-00393	1
16-00561	1
16-00112	1
16-00113	1
16-00111	1
16-00120	1
16-00317	1
16-00312	1
18-00181	1
18-00086	1
18-00088	1
18-00857	1
17-00177	1
17-00269	1
17-00109	1
17-00995	1
17-00983	1
15-01434	1
17-00230	1
17-00162	1
15-01204	1
18-00805	1
18-00804	1
18-00689	1
18-00682	1
18-00660	1
18-00609	1
18-00619	1
18-00566	1
18-00562	1
18-00548	1
18-00510	1
18-00476	1
18-00529	1
18-00450	1
18-00449	1
18-00432	1
18-00431	1
18-00434	1
18-00408	1
18-00390	1
18-00388	1
18-00377	1
18-00332	1
18-00284	1
18-00186	1
17-01221	1
17-01263	1
17-00391	1
10-00097	1
10-00098	1
16-00037	1
16-00023	1
08-00727	1
08-00505	1
08-00461	1
08-00437	1
08-00385	1
08-00360	1
08-00302	1
14-00178	1
03-03674	1
03-03616	1
03-00351	1
03-00265	1
03-00266	1
02-01044	1
02-00944	1
02-00940	1
02-00934	1
02-00872	1
02-00865	1
02-00866	1
02-00860	1
02-00861	1
02-00857	1
02-00854	1
02-00855	1
02-00851	1
02-00858	1
02-00853	1
02-00852	1
02-00847	1
02-00843	1
02-00840	1
02-00841	1
02-00838	1
02-00845	1
02-00839	1
02-00846	1
02-00835	1
02-00836	1
02-00828	1
02-00837	1
02-00859	1
02-00829	1
02-00824	1
02-00820	1
02-00819	1
02-00825	1
02-00826	1
02-00821	1
02-00816	1
02-00813	1
02-00804	1
02-00812	1
02-00810	1
02-00809	1
02-00805	1
02-00807	1
02-00808	1
02-00799	1
02-00798	1
02-00797	1
02-00796	1
02-00800	1
02-00790	1
02-00791	1
02-00788	1
02-00755	1
02-00786	1
02-00752	1
02-00751	1
02-00735	1
02-00737	1
02-00730	1
02-00731	1
02-00733	1
02-00713	1
02-00729	1
02-00710	1
02-00716	1
02-00709	1
02-00715	1
02-00717	1
02-00708	1
02-00705	1
02-00706	1
02-00700	1
02-00703	1
02-00707	1
02-00683	1
02-00685	1
02-00684	1
02-00697	1
02-00682	1
02-00676	1
02-00679	1
02-00668	1
02-00660	1
02-00667	1
02-00672	1
02-00663	1
02-00659	1
02-00639	1
02-00641	1
02-00636	1
02-00637	1
02-00638	1
02-00658	1
02-00631	1
02-00633	1
02-00595	1
02-00596	1
02-00588	1
02-00590	1
02-00591	1
02-00582	1
02-00581	1
02-00586	1
02-00538	1
02-00542	1
02-00576	1
02-00531	1
02-00532	1
02-00529	1
02-00500	1
02-00533	1
02-00496	1
02-00497	1
02-00498	1
02-00486	1
02-00490	1
02-00445	1
02-00442	1
02-00492	1
02-00484	1
02-00449	1
02-00447	1
02-00446	1
02-00436	1
02-00435	1
02-00433	1
02-00411	1
02-00402	1
02-00365	1
02-00403	1
02-00356	1
02-00359	1
02-00357	1
02-00346	1
02-00348	1
02-00300	1
02-00301	1
02-00299	1
02-00296	1
02-00292	1
02-00293	1
02-00287	1
02-00290	1
02-00248	1
02-00246	1
02-00243	1
02-00245	1
02-00244	1
02-00192	1
02-00191	1
02-00184	1
02-00182	1
02-00175	1
02-00174	1
02-00002	1
01-02751	1
01-02733	1
01-02731	1
01-02725	1
01-02726	1
01-02690	1
01-02639	1
01-02636	1
01-02634	1
01-02627	1
01-02566	1
01-02606	1
01-02564	1
01-02563	1
01-02562	1
01-02524	1
01-02529	1
01-02518	1
01-02519	1
01-02693	1
01-02469	1
01-02191	1
01-02190	1
01-01965	1
01-01961	1
01-01921	1
01-01918	1
01-01917	1
01-01849	1
01-01815	1
01-01638	1
01-01641	1
01-01548	1
01-01546	1
01-01506	1
01-01256	1
01-01171	1
01-01169	1
01-01162	1
01-01065	1
01-01061	1
01-01055	1
01-00940	1
01-00939	1
01-00904	1
01-00903	1
01-00905	1
01-00875	1
01-00901	1
01-00872	1
01-00900	1
01-00850	1
01-00849	1
01-00873	1
01-00813	1
01-00806	1
01-00783	1
01-00777	1
01-00750	1
01-00776	1
01-00773	1
01-00747	1
01-00731	1
01-00809	1
01-00751	1
01-00734	1
01-00719	1
01-00663	1
01-00664	1
01-00660	1
01-00495	1
01-00399	1
01-00392	1
01-00377	1
01-00378	1
01-00336	1
01-00316	1
01-00314	1
01-00317	1
01-00320	1
01-00198	1
01-00184	1
01-00188	1
01-00171	1
01-00165	1
01-00162	1
01-00152	1
01-00118	1
01-00031	1
01-00119	1
00-05614	1
00-05615	1
00-05606	1
01-00028	1
00-05230	1
00-05211	1
00-05201	1
00-05035	1
00-04949	1
00-02833	1
00-02820	1
00-02798	1
00-02797	1
03-03622	1
03-03621	1
03-03619	1
03-03628	1
03-03617	1
03-03609	1
03-03603	1
03-03600	1
03-03599	1
03-00359	1
03-00306	1
03-00282	1
03-00283	1
03-00263	1
03-00253	1
03-00254	1
03-00239	1
03-00222	1
02-02211	1
02-00732	1
03-00236	1
00-02731	1
00-02730	1
00-02737	1
00-02733	1
00-02770	1
00-02761	1
00-02752	1
00-02732	1
00-02736	1
00-02735	1
00-02728	1
00-02725	1
00-02741	1
00-02703	1
00-02704	1
00-02702	1
00-00065	1
00-00035	1
00-00022	1
01-00727	1
01-00732	1
01-00780	1
01-00726	1
01-00396	1
01-00398	1
01-00277	1
01-00278	1
01-00218	1
01-00219	1
01-00197	1
01-00190	1
01-00183	1
01-00179	1
01-00166	1
01-00816	1
01-00313	1
01-00276	1
01-00380	1
01-00381	1
02-00487	1
01-00338	1
01-00311	1
01-00272	1
01-00192	1
01-00489	1
01-00871	1
01-00746	1
02-01094	1
02-01093	1
02-00714	1
02-00444	1
02-00025	1
02-00787	1
01-02641	1
02-00441	1
02-00360	1
02-00794	1
02-00535	1
00-02775	1
02-00661	1
02-00188	1
02-00726	1
01-00032	1
02-00440	1
02-00297	1
02-00585	1
09-00072	1
08-00668	1
08-00607	1
08-00583	1
08-00566	1
