SequenceName	ClusterNumber
08-00302	-1
16-00037	22
16-00023	22
10-00097	23
10-00098	23
07-00746	-1
07-00288	-1
07-00330	24
07-00302	24
02-02218	-1
00-02699	-1
06-00036	-1
14-00561	25
14-00575	25
18-00159	-1
14-00361	26
14-00354	26
14-00211	27
14-00212	27
14-00169	27
14-00370	28
14-00348	28
14-00336	28
14-00221	28
14-00215	28
10-00259	-1
10-00294	29
10-00295	29
10-00266	29
11-00006	-1
10-00534	-1
10-00557	30
10-00598	30
21-00545	31
21-00544	31
10-00328	-1
19-00041	-1
15-01430	32
15-01429	32
18-00379	33
18-00156	33
18-00259	33
19-00355	-1
19-00601	34
19-00578	34
19-00487	34
18-00292	35
18-00286	35
04-00132	-1
06-00275	-1
06-00230	36
06-00351	36
06-00199	-1
05-00204	-1
06-00367	-1
08-00646	37
08-00591	37
08-00594	-1
01-00192	-1
01-00166	-1
00-00035	-1
02-00732	-1
00-02820	-1
08-00360	-1
17-00391	-1
17-01221	38
17-01263	38
18-00390	39
18-00388	39
18-00377	39
18-00332	39
18-00284	39
18-00186	39
15-01204	-1
17-00230	40
17-00162	40
17-00177	41
17-00269	41
17-00109	41
13-00670	42
14-00356	42
13-00665	42
13-00649	42
13-00646	42
13-00650	42
13-00614	42
17-01027	-1
15-00204	-1
08-00042	43
08-00043	43
03-00173	-1
00-02757	-1
06-00050	-1
14-00562	-1
14-00573	44
14-00572	44
14-00616	44
14-00584	44
17-00366	45
17-00221	45
19-01000	-1
19-00076	46
19-00163	46
11-00627	-1
10-00088	47
10-00105	47
10-00084	47
19-00056	-1
19-01010	-1
18-00288	48
18-00344	48
15-01422	-1
13-00848	49
13-00876	49
13-00819	49
19-01319	-1
10-00310	-1
17-00046	-1
17-00104	-1
17-00336	-1
18-00143	-1
17-00344	-1
05-00255	-1
06-00205	-1
06-00051	-1
06-00127	50
06-00130	50
06-00139	51
06-00141	51
05-00246	-1
06-00392	-1
06-00193	-1
06-00583	52
06-00211	52
06-00059	-1
06-00156	53
06-00203	53
07-00734	-1
09-00251	-1
10-00130	-1
11-00649	-1
09-00427	-1
10-00099	54
10-00042	54
10-00154	55
10-00145	55
10-00395	-1
09-00367	-1
11-00392	-1
12-00253	56
11-00403	56
06-00454	-1
01-00272	-1
01-00179	-1
00-00065	-1
02-02211	-1
00-02833	-1
08-00385	-1
08-00505	57
08-00461	57
08-00437	57
18-00408	-1
15-01434	-1
17-00995	58
17-00983	58
18-00857	-1
18-00181	59
18-00086	59
18-00088	59
16-00317	60
16-00312	60
16-00112	61
16-00113	61
16-00111	61
16-00120	61
16-00561	-1
16-00850	-1
17-00088	62
17-00056	62
17-00164	63
17-00327	63
17-00105	63
19-00613	-1
13-00838	-1
13-00205	64
13-00261	64
13-00191	64
09-00056	-1
09-00070	65
09-00077	65
10-00086	-1
07-00188	-1
07-00308	66
07-00306	66
24-00758	-1
00-02773	-1
06-00054	-1
23-00231	-1
16-00572	67
15-01423	67
19-00317	-1
19-00320	68
19-00653	68
19-00319	68
19-00318	68
19-00342	68
15-01321	-1
15-01381	69
16-00213	69
15-01209	-1
24-00243	-1
24-01002	-1
10-00325	-1
17-00274	70
17-00277	70
17-00271	71
17-00278	71
18-00149	-1
17-00295	-1
17-00330	72
17-00334	72
17-00416	-1
16-00815	73
16-00814	73
16-00648	-1
18-00654	74
17-01267	74
18-00223	-1
17-00360	-1
05-00265	-1
06-00287	75
06-00299	75
06-00254	76
06-00263	76
06-00143	-1
05-00248	-1
06-00400	-1
07-00695	-1
09-00289	-1
09-00283	-1
10-00110	-1
10-00247	-1
10-00662	-1
11-00455	-1
11-00458	-1
10-00274	77
10-00273	77
11-00319	-1
11-00559	-1
12-00196	-1
11-00336	-1
11-00749	-1
11-00738	78
11-00722	78
11-00497	-1
07-00197	-1
01-00311	-1
01-00183	-1
03-00222	-1
00-04949	-1
18-00434	-1
16-00393	-1
17-00180	-1
17-00405	-1
17-00107	-1
18-00047	79
18-00013	79
16-00202	-1
24-01031	-1
24-00570	-1
18-00187	-1
18-00433	80
18-00371	80
18-00299	80
18-00297	80
18-00237	80
18-00264	-1
17-00477	81
17-00468	81
10-00089	-1
07-00245	-1
07-00310	82
07-00311	82
14-00319	-1
11-00808	83
11-00802	83
03-00176	84
03-00188	84
03-00177	85
03-00179	85
03-00183	86
03-00181	86
00-02792	-1
07-00450	-1
06-00057	87
06-00058	87
15-01217	-1
16-00302	-1
18-00166	-1
18-00236	88
18-00255	88
18-00230	88
18-00226	88
18-00201	88
18-00173	88
18-00170	88
18-00151	88
18-00147	88
18-00152	88
17-00050	-1
16-00851	-1
17-00131	89
17-00040	89
17-00022	89
17-00020	89
16-00809	89
16-00860	89
16-00685	-1
18-00965	-1
18-00221	-1
19-00675	-1
18-00664	-1
17-00733	-1
05-00266	-1
06-00145	-1
05-00252	-1
06-00401	-1
07-00699	-1
07-00739	90
07-00741	90
07-00698	90
09-00254	-1
10-00123	-1
10-00303	-1
10-00359	91
10-00329	91
10-00327	91
08-00187	-1
11-00721	-1
11-00329	92
11-00330	92
11-00371	93
11-00331	93
11-00556	94
11-00557	94
11-00558	95
11-00555	95
12-00123	-1
11-00349	-1
11-00325	96
11-00242	96
11-00383	-1
12-00133	-1
07-00361	-1
01-00338	-1
01-00190	-1
00-02704	97
00-02702	97
00-02741	98
00-02703	98
03-00239	-1
00-05035	-1
18-00431	-1
16-00467	-1
17-00314	-1
17-00411	-1
17-00155	-1
19-00023	99
19-00022	99
18-00231	-1
24-00589	-1
24-00545	-1
24-00549	-1
23-00625	-1
19-00471	-1
19-00721	100
19-00688	100
19-00658	100
18-00177	-1
10-00112	-1
10-00207	101
10-00187	101
10-00182	101
10-00126	101
07-00235	-1
07-00320	-1
15-01097	-1
15-01109	-1
15-00773	102
15-00685	102
15-00632	103
15-00382	103
18-00217	-1
13-00402	104
13-00486	104
13-00317	105
13-00316	105
13-00016	-1
11-00691	-1
13-00896	-1
03-00182	-1
00-02804	-1
15-01251	-1
11-00297	-1
17-00051	-1
16-00714	-1
19-00585	-1
19-00590	106
19-00592	106
19-01006	106
19-00994	106
18-00235	-1
19-00690	-1
19-00836	107
19-00825	107
19-00722	107
19-00218	-1
19-00453	108
19-00389	108
19-00278	108
19-00263	108
19-00265	108
19-00266	108
18-00005	109
17-01216	109
17-01217	109
05-00288	110
05-00287	110
06-00142	-1
05-00253	-1
06-00419	-1
09-00290	-1
09-00363	111
09-00429	111
10-00133	-1
09-00128	-1
11-00717	-1
12-00141	-1
12-00179	112
12-00146	112
12-00138	112
11-00364	-1
11-00453	-1
11-00437	113
11-00438	113
07-00366	-1
02-00487	-1
01-00380	114
01-00381	114
01-00197	-1
00-02728	115
00-02725	115
00-02736	116
00-02735	116
03-00254	-1
00-05201	-1
18-00449	117
18-00432	117
16-00500	-1
14-00698	-1
17-00421	-1
17-00179	-1
18-00865	118
18-00803	118
19-01296	119
19-01292	119
19-01295	119
19-01293	119
18-00348	-1
16-00145	-1
17-01071	-1
16-00380	-1
24-00624	-1
24-00432	-1
24-00542	-1
24-00044	-1
18-00343	-1
19-00509	-1
18-00901	-1
07-00238	120
07-00246	120
07-00326	-1
15-00808	-1
15-01022	121
15-01014	121
15-01262	-1
13-00820	-1
13-00087	-1
11-00736	-1
15-00473	-1
15-00670	-1
15-00942	122
15-00904	122
03-00178	-1
00-02816	-1
15-01255	-1
11-00684	-1
17-00079	123
17-00052	123
16-00701	-1
18-00266	-1
18-00482	124
18-00764	124
18-00462	124
18-00396	124
18-00401	124
18-00402	124
18-00349	124
18-00314	124
18-00298	125
18-00265	125
18-00296	125
05-00321	-1
06-00154	-1
05-00258	-1
06-00437	-1
10-00143	-1
09-00019	-1
07-00566	126
07-00577	126
11-00426	127
11-00425	127
11-00427	128
11-00428	128
11-00588	-1
11-00652	129
11-00653	129
11-00615	129
11-00443	-1
09-00246	-1
10-00129	-1
07-00391	-1
01-00219	-1
00-02732	-1
00-02770	130
00-02761	130
00-02752	130
00-02737	131
00-02733	131
00-02731	132
00-02730	132
03-00253	-1
00-05211	-1
18-00450	-1
16-00510	-1
15-01051	-1
17-00427	-1
17-00187	133
17-00189	133
18-00757	-1
16-00594	-1
24-00684	-1
24-00449	-1
24-00584	-1
24-00090	-1
24-00102	-1
24-00217	-1
24-00455	-1
19-00586	-1
19-01024	134
20-00187	134
19-00042	-1
18-00214	135
18-00212	135
18-00213	136
18-00211	136
07-00249	-1
07-00327	-1
15-00921	-1
11-00145	-1
13-00114	-1
15-00593	-1
03-00186	137
03-00187	137
00-02824	-1
15-01266	138
15-01265	138
11-00694	-1
17-00041	-1
16-00707	-1
16-00796	139
16-00795	139
16-00792	139
16-00787	139
16-00786	139
16-00793	139
16-00774	139
16-00764	139
16-00757	139
16-00758	139
16-00775	-1
05-00322	-1
05-00257	-1
06-00462	-1
10-00153	-1
09-00030	-1
07-00678	-1
11-00445	140
11-00444	140
09-00249	141
09-00250	141
10-00178	-1
07-00568	-1
01-00218	-1
03-00263	-1
00-05230	-1
18-00529	-1
18-00805	142
18-00804	142
18-00689	142
18-00682	142
18-00660	142
18-00609	142
18-00619	142
18-00566	142
18-00562	142
18-00548	142
18-00510	142
18-00476	142
16-00524	-1
15-01084	-1
17-00449	-1
17-00188	143
17-00184	143
18-00755	-1
18-00798	144
18-00781	144
18-00788	144
18-00784	144
18-00779	144
18-00771	144
18-00770	144
16-00591	145
16-00593	145
24-00669	-1
24-00897	-1
24-00452	-1
24-00597	-1
24-00094	-1
23-00541	-1
22-00554	-1
24-01086	-1
19-00057	-1
18-00352	-1
18-00222	-1
07-00260	-1
07-00324	-1
15-01189	146
15-01013	146
15-00981	146
15-00967	147
15-00976	147
15-00965	147
15-00966	147
11-00377	-1
13-00152	-1
11-00635	148
11-00492	148
11-00376	148
15-00454	-1
14-00539	149
14-00538	149
14-00586	-1
14-00515	-1
03-00096	-1
00-04917	-1
15-01275	-1
15-01284	150
15-01283	150
15-01297	150
15-01303	150
15-01282	150
11-00718	-1
17-00059	151
17-00060	151
17-00310	152
17-00309	152
17-00203	152
17-00192	152
17-00128	152
17-00151	152
17-00149	152
17-00090	152
17-00078	152
17-00089	152
17-00042	-1
05-00355	153
05-00353	153
06-00152	154
06-00147	154
06-00146	155
06-00151	155
06-00148	-1
05-00271	-1
06-00467	-1
10-00161	-1
10-00209	156
10-00216	156
10-00188	156
10-00189	156
10-00164	156
10-00169	156
09-00046	-1
07-00681	-1
09-00256	-1
10-00142	-1
07-00639	-1
01-00278	-1
03-00283	-1
01-00028	-1
16-00560	-1
15-01207	-1
17-00471	-1
17-00216	-1
16-00597	-1
24-00451	-1
24-00598	-1
24-00119	-1
24-01121	-1
24-01122	-1
24-01088	-1
19-00295	157
19-00211	157
18-00218	158
18-00219	158
18-00949	159
18-00220	159
07-00264	160
07-00268	160
07-00335	-1
11-00661	161
11-00660	161
19-00257	-1
19-00971	-1
19-00677	162
19-00402	162
18-00686	-1
16-00270	-1
16-00413	163
16-00375	163
16-00391	163
16-00390	163
16-00349	163
16-00311	163
16-00313	163
16-00354	163
16-00292	163
16-00305	163
16-00309	163
16-00276	163
16-00277	163
16-00278	163
16-00646	-1
15-00457	-1
15-00756	164
15-00804	164
15-00662	164
15-00601	164
15-00596	164
14-00566	-1
14-00609	165
14-00610	165
14-00694	165
15-00463	-1
15-00406	166
15-00405	166
15-00031	-1
14-00620	-1
03-00203	-1
00-04914	167
00-04919	167
11-00742	-1
17-00067	-1
05-00374	-1
06-00149	-1
05-00272	-1
06-00478	-1
08-00226	-1
11-00474	168
11-00466	168
11-00473	169
11-00472	169
11-00467	-1
09-00255	170
09-00257	170
10-00146	-1
07-00640	-1
01-00277	-1
01-00727	171
01-00732	171
01-00780	171
01-00726	171
01-00396	171
01-00398	171
03-00282	-1
00-05606	-1
16-00564	-1
18-00069	172
18-00068	172
17-01148	172
15-01247	-1
17-00502	-1
17-00191	-1
16-00614	-1
24-00448	-1
24-00599	-1
24-00120	-1
24-01078	-1
24-01081	-1
23-00506	-1
24-00069	-1
19-00225	173
19-00169	173
19-00272	173
19-00349	173
19-00193	173
18-00233	-1
18-00252	-1
18-00950	-1
07-00265	174
07-00267	174
07-00329	-1
11-00690	-1
19-00061	-1
18-00703	-1
16-00776	-1
15-00042	-1
15-00407	-1
15-00790	-1
14-00582	-1
03-00212	-1
00-04929	-1
11-00756	-1
17-00150	-1
05-00464	175
05-00465	175
05-00473	176
05-00469	176
05-00467	176
06-00185	-1
05-00275	-1
06-00468	-1
09-00063	177
09-00067	177
09-00068	178
09-00066	178
09-00065	-1
08-00415	-1
11-00459	-1
09-00275	-1
10-00163	-1
08-00021	179
08-00029	179
03-00306	-1
00-05614	180
00-05615	180
17-00581	-1
17-00238	-1
16-00683	-1
24-00446	-1
24-00676	-1
24-00178	-1
23-00827	-1
23-00695	-1
24-00479	-1
24-00575	-1
24-00140	-1
23-00768	-1
24-00073	-1
19-01183	-1
17-00321	181
17-00163	181
18-00260	-1
07-00266	-1
07-00333	-1
11-00710	-1
19-00086	-1
19-00565	182
19-00532	182
19-00477	182
19-00408	182
19-00125	182
19-00094	182
18-00692	-1
13-00075	-1
15-00112	183
15-00124	183
15-00565	-1
15-01179	-1
14-00611	-1
03-00234	-1
00-04928	184
00-04932	184
17-00108	-1
06-00173	-1
05-00273	-1
06-00494	185
06-00497	185
09-00129	-1
08-00462	-1
11-00464	186
11-00486	186
09-00262	187
09-00263	187
10-00174	-1
08-00027	188
08-00026	188
03-00359	-1
01-00119	-1
24-01101	-1
24-00908	-1
16-00132	-1
17-00616	-1
17-00247	189
17-00254	189
17-00371	190
17-00382	190
17-00355	190
17-00354	190
17-00322	190
17-00332	190
17-00292	190
17-00266	190
17-00267	190
17-00265	190
17-00058	191
17-00057	191
24-00641	-1
24-00679	-1
24-00179	-1
23-00830	-1
23-00826	-1
23-00689	-1
23-00690	-1
22-00571	-1
23-00885	-1
24-00072	-1
18-00268	192
18-00263	192
07-00290	-1
07-00332	-1
11-00714	-1
18-00705	-1
18-00739	193
18-00754	193
18-00737	193
18-00713	193
18-00735	193
18-00734	193
18-00697	193
18-00699	193
18-00706	193
13-00080	194
13-00073	194
15-00113	-1
15-00437	-1
14-00297	-1
15-01264	-1
14-00638	-1
03-00242	195
03-00241	195
00-04933	-1
00-05239	196
00-05252	196
00-05238	196
00-05226	196
00-04961	196
00-04959	196
00-04946	196
00-04938	196
18-00040	-1
23-00184	-1
14-00025	-1
17-00160	-1
06-00160	-1
05-00277	-1
06-00496	-1
06-00630	197
06-00595	197
06-00572	197
06-00558	197
06-00505	197
09-00132	-1
08-00510	-1
11-00476	-1
09-00265	-1
10-00180	-1
08-00020	-1
03-03599	-1
01-00031	-1
23-00249	-1
16-00759	-1
19-00820	-1
19-00220	198
19-00222	198
17-00369	-1
17-01054	199
17-01029	199
17-01006	199
17-00895	199
17-00749	199
17-00507	199
17-00825	199
17-00361	199
17-00117	199
17-00113	199
17-00111	199
17-00106	199
17-00084	199
24-00481	-1
24-00681	-1
24-00175	-1
23-00179	-1
24-00148	-1
24-00070	-1
18-00269	-1
07-00299	200
07-00291	200
07-00341	-1
11-00716	-1
13-00072	-1
15-00123	201
15-00144	201
15-00373	202
15-00277	202
15-00210	202
15-00175	202
15-00158	202
15-00126	202
15-00567	203
15-00568	203
14-00637	-1
03-00243	-1
24-00795	-1
22-00073	-1
23-00291	-1
21-00374	204
21-00372	204
21-00373	204
14-00053	-1
17-00129	-1
06-00163	-1
05-00291	-1
05-00424	205
05-00539	205
05-00385	205
05-00371	205
05-00350	205
05-00351	205
09-00137	206
09-00138	206
08-00521	-1
09-00300	207
09-00299	207
10-00192	-1
08-00030	-1
03-03600	-1
01-00118	-1
23-00273	-1
16-00789	-1
24-00460	-1
24-00678	-1
24-00158	-1
23-00325	-1
24-00080	-1
24-00098	-1
18-00313	208
18-00278	208
07-00300	209
07-00303	209
07-00295	210
07-00297	210
07-00292	210
07-00344	-1
11-00727	-1
13-00076	-1
15-00566	-1
14-00645	-1
03-00251	-1
03-03660	211
03-03644	211
03-03643	211
03-03627	211
03-00380	211
03-00255	211
03-00257	211
22-00052	-1
14-00054	-1
17-00367	-1
06-00164	-1
09-00176	-1
08-01010	-1
11-00495	212
11-00488	212
11-00487	213
11-00491	213
11-00501	214
11-00489	214
09-00292	-1
09-00296	215
09-00295	215
09-00294	215
10-00195	216
10-00196	216
08-00050	217
08-00051	217
03-03603	-1
03-03622	218
03-03621	218
03-03619	218
03-03628	218
03-03617	218
03-03609	218
01-00152	-1
23-00302	-1
24-00591	-1
16-00859	-1
24-00461	-1
24-00680	-1
24-00159	-1
23-00310	-1
24-00172	-1
24-00705	-1
18-00330	219
18-00347	219
07-00340	-1
11-00754	220
11-00755	220
13-00078	-1
15-00471	-1
14-00665	-1
22-00081	-1
14-00083	-1
17-00333	-1
06-00162	-1
09-00133	-1
09-00058	221
09-00057	221
11-00520	222
11-00518	222
10-00197	-1
08-00049	-1
01-00162	-1
17-00012	223
17-00010	223
24-00497	-1
24-00650	-1
24-00222	-1
23-00304	-1
24-00227	-1
24-00714	-1
18-00953	-1
07-00338	-1
11-00777	-1
12-00289	224
13-00089	224
13-00086	-1
15-00470	-1
14-00699	-1
22-00085	-1
15-00956	-1
17-00165	-1
06-00202	225
06-00200	225
09-00150	226
09-00153	226
09-00055	-1
11-00521	-1
10-00208	227
10-00211	227
08-00056	-1
01-00165	-1
17-00027	-1
24-00546	-1
24-00511	-1
24-00660	-1
24-00221	-1
23-00650	-1
24-00403	-1
24-00887	-1
18-00952	-1
07-00352	-1
13-00093	-1
15-00486	-1
14-00702	-1
23-00474	-1
15-01053	-1
06-00201	-1
09-00177	-1
09-00060	228
09-00052	228
10-00212	-1
08-00061	-1
01-00171	-1
17-00053	-1
17-00200	229
17-00335	229
17-00158	229
17-00157	229
17-00094	229
17-00103	229
17-00115	229
17-00092	229
17-00097	229
17-00083	229
24-00717	-1
24-00220	-1
23-00731	-1
24-00580	-1
24-00886	-1
18-00376	-1
07-00349	-1
13-00092	-1
15-00554	-1
14-00713	-1
23-00475	-1
16-00126	-1
17-00219	-1
17-00260	-1
17-00222	-1
06-00206	-1
09-00173	-1
09-00074	-1
11-00569	230
11-00571	230
11-00570	231
11-00572	231
11-00667	-1
11-00656	232
11-00659	232
11-00650	232
11-00622	232
10-00244	233
10-00225	233
08-00062	-1
01-00184	234
01-00188	234
24-00726	-1
24-00177	-1
23-00735	-1
24-00577	-1
24-00888	-1
18-00369	-1
07-00356	-1
15-00616	-1
14-00728	-1
23-00548	-1
16-00221	-1
17-00231	-1
06-00223	-1
09-00086	-1
10-00250	-1
08-00077	-1
01-00198	-1
24-00718	-1
24-00189	-1
23-00738	-1
24-00586	-1
24-00876	-1
18-00384	-1
07-00363	235
07-00360	235
13-00103	236
13-00101	236
13-00104	237
13-00102	237
13-00095	-1
15-00617	-1
14-00757	238
14-00761	238
23-00549	-1
16-00151	-1
06-00227	-1
09-00109	-1
10-00258	-1
08-00079	-1
01-00320	-1
24-00748	-1
24-00207	-1
23-00770	-1
24-00630	-1
24-00878	-1
18-00397	-1
07-00358	-1
13-00108	-1
15-00631	-1
14-00760	239
14-00759	239
23-00551	-1
16-00154	-1
16-00348	240
16-00462	240
16-00322	240
16-00318	240
16-00298	240
16-00301	240
16-00310	240
16-00299	240
16-00288	240
16-00287	240
16-00285	240
16-00284	240
16-00279	240
16-00265	240
16-00261	240
16-00252	240
16-00253	240
16-00254	240
16-00244	240
16-00241	240
16-00239	240
16-00237	240
16-00240	240
16-00235	240
16-00229	240
16-00219	240
16-00198	240
16-00211	240
16-00215	240
16-00197	240
17-00263	-1
17-00256	-1
17-00257	-1
06-00210	-1
09-00184	241
09-00183	241
09-00182	242
09-00189	242
09-00185	243
09-00180	243
09-00186	244
09-00188	244
09-00284	245
09-00286	245
09-00280	246
09-00282	246
09-00287	247
09-00279	247
09-00110	-1
10-00345	-1
08-00083	-1
24-00805	-1
24-00792	-1
24-00196	-1
23-00773	-1
24-00631	-1
24-00961	-1
18-00416	-1
07-00362	-1
13-00115	-1
15-00647	-1
14-00764	248
14-00762	248
23-00550	-1
17-00297	-1
06-00222	-1
09-00343	249
09-00345	249
09-00118	-1
10-00349	250
10-00346	250
08-00089	-1
01-00317	-1
01-00314	-1
01-00316	-1
24-00198	-1
24-00037	-1
24-00677	-1
24-00965	-1
18-00413	-1
07-00365	-1
13-00122	-1
15-00703	251
15-00686	251
14-00765	-1
23-00569	-1
17-00276	-1
06-00225	-1
09-00144	-1
10-00354	-1
08-00098	-1
01-00336	-1
24-00200	-1
24-00067	-1
24-00696	-1
24-00953	-1
18-00460	-1
07-00369	-1
13-00135	252
13-00130	252
15-00678	-1
14-00828	-1
23-00571	-1
17-00281	-1
06-00231	-1
09-00426	253
09-00424	253
09-00425	254
09-00428	254
10-00039	-1
09-00143	-1
10-00366	-1
08-00121	255
08-00120	255
01-00378	-1
24-00195	-1
24-00095	-1
24-00759	-1
24-00946	-1
07-00376	-1
15-00705	-1
14-00844	256
14-00843	256
23-00577	-1
17-00287	-1
06-00229	-1
10-00049	-1
09-00146	-1
10-00368	-1
08-00117	257
08-00107	257
01-00377	-1
24-00199	-1
24-00185	-1
24-00811	-1
24-00952	-1
18-00490	258
18-00495	258
18-00500	259
18-00493	259
18-00499	-1
07-00377	-1
13-00133	260
13-00129	260
13-00132	261
13-00134	261
13-00136	-1
15-00711	-1
14-00845	262
14-00846	262
23-00802	-1
17-00288	-1
06-00241	263
06-00240	263
10-00103	-1
09-00158	-1
10-00381	264
10-00379	264
08-00116	-1
01-00392	-1
24-00215	-1
24-00276	-1
24-00849	-1
24-01130	265
24-01142	265
24-00943	-1
07-00382	-1
13-00139	-1
15-00735	-1
14-00848	266
14-00847	266
24-00233	-1
06-00238	-1
10-00156	267
10-00162	267
09-00216	-1
10-00380	-1
08-00124	-1
01-00399	-1
24-00240	-1
24-00131	-1
24-00950	-1
18-00484	-1
18-00485	-1
18-00513	-1
07-00390	-1
13-00144	-1
15-00740	-1
14-00864	268
14-00858	268
24-00369	-1
17-00368	-1
17-00362	-1
17-00284	-1
06-00234	-1
10-00198	-1
09-00215	269
09-00214	269
10-00377	-1
08-00125	270
08-00126	270
01-00495	-1
24-00335	-1
24-00113	-1
24-00948	-1
18-00528	-1
07-00397	-1
13-00157	-1
15-00722	-1
14-00856	271
14-00854	271
24-00407	-1
17-00337	-1
06-00252	272
06-00251	272
10-00214	-1
09-00220	-1
10-00385	273
10-00386	273
08-00136	-1
01-00660	-1
24-00244	-1
24-00122	-1
24-00945	-1
18-00549	-1
07-00399	-1
13-00149	274
13-00161	274
15-00744	-1
14-00853	275
14-00851	275
24-00854	-1
17-00365	-1
06-00250	276
06-00239	276
10-00228	-1
09-00247	-1
10-00389	-1
24-00270	-1
24-00574	-1
24-00994	-1
07-00412	-1
15-00769	-1
14-00852	-1
24-00867	-1
17-00364	-1
06-00262	277
06-00242	277
10-00236	-1
09-00260	278
09-00259	278
10-00413	-1
08-00137	279
08-00133	279
08-00144	280
08-00139	280
08-00138	-1
01-00664	-1
01-00663	-1
01-00719	-1
24-00302	-1
24-00275	-1
24-01066	-1
18-00584	-1
18-00583	-1
18-00585	-1
08-00034	-1
13-00163	281
13-00166	281
13-00160	282
13-00162	282
13-00164	-1
15-00758	-1
14-00875	-1
24-00917	-1
24-01058	283
24-00933	283
17-00374	-1
06-00265	-1
10-00252	-1
09-00261	-1
10-00423	284
10-00424	284
08-00140	-1
01-00734	-1
24-00333	-1
24-00176	-1
24-01063	-1
18-00564	-1
10-00006	-1
13-00173	-1
15-00785	-1
15-01070	285
15-01296	285
15-01062	285
15-00983	285
15-00922	285
15-00905	285
15-00885	285
15-00817	285
15-00833	285
15-00819	285
15-00799	285
15-00840	285
14-00865	286
14-00857	286
17-00375	287
17-00490	287
06-00264	-1
09-00327	-1
10-00425	-1
08-00155	-1
24-00334	-1
24-00173	-1
24-01034	-1
10-00017	-1
13-00169	288
13-00170	288
14-00862	-1
17-00403	289
17-00404	289
06-00246	290
06-00248	290
10-00255	291
10-00249	291
10-00261	292
10-00251	292
10-00248	293
10-00254	293
09-00328	-1
10-00428	-1
08-00157	-1
01-00751	-1
01-00809	-1
01-00731	-1
24-00309	-1
24-00167	-1
24-01030	-1
18-00573	-1
18-00572	-1
10-00018	-1
13-00192	294
13-00177	294
14-00872	295
14-00863	295
17-00448	-1
06-00247	-1
10-00262	-1
09-00306	296
09-00305	296
10-00430	-1
08-00158	-1
24-00321	-1
24-00208	-1
24-01062	-1
18-00581	-1
18-00580	-1
10-00022	297
10-00023	297
13-00193	-1
14-00877	-1
17-00487	-1
06-00256	298
06-00257	298
10-00257	-1
09-00313	299
09-00310	299
11-00019	300
11-00020	300
01-00773	301
01-00747	301
01-00750	302
01-00776	302
01-00777	-1
24-00319	-1
24-00412	-1
24-01065	-1
18-00587	-1
18-00592	-1
18-00612	-1
10-00026	-1
10-00075	303
10-00073	303
10-00091	303
10-00058	303
10-00033	303
10-00029	303
13-00197	304
13-00203	304
14-00869	305
14-00866	305
17-00466	-1
06-00266	306
06-00267	306
10-00265	-1
09-00314	-1
11-00088	307
11-00089	307
08-00167	308
08-00162	308
08-00168	309
08-00169	309
08-00163	-1
01-00783	-1
24-00308	-1
24-00387	-1
24-01052	-1
13-00187	310
13-00186	310
17-00475	311
17-00481	311
06-00253	-1
10-00277	312
10-00271	312
09-00356	-1
11-00090	-1
08-00166	313
08-00165	313
01-00806	-1
24-00341	-1
