SequenceName	ClusterNumber
02-00866	10
02-00860	10
02-00861	10
02-00857	10
02-00854	10
02-00855	10
02-00851	10
02-00858	10
02-00853	10
02-00852	10
02-00847	10
02-00843	10
02-00840	10
02-00841	10
02-00838	10
02-00845	10
02-00839	10
02-00846	10
02-00835	10
02-00836	10
02-00828	10
02-00837	10
02-00859	10
02-00829	10
02-00824	10
02-00820	10
02-00819	10
02-00825	10
02-00826	10
02-00821	10
02-00816	10
02-00813	10
02-00804	10
02-00812	10
02-00810	10
02-00809	10
02-00805	10
02-00807	10
02-00808	10
02-00799	10
02-00798	10
02-00797	10
02-00796	10
02-00800	10
02-00790	10
02-00791	10
02-00788	10
02-00755	10
02-00786	10
02-00752	10
02-00751	10
02-00735	10
02-00737	10
02-00730	10
02-00731	10
02-00733	10
02-00713	10
02-00729	10
02-00710	10
02-00716	10
02-00709	10
02-00715	10
02-00717	10
02-00708	10
02-00705	10
02-00706	10
02-00700	10
02-00703	10
02-00707	10
02-00683	10
02-00685	10
02-00684	10
02-00697	10
02-00682	10
02-00676	10
02-00679	10
02-00668	10
02-00660	10
02-00667	10
02-00672	10
02-00663	10
02-00659	10
02-00639	10
02-00641	10
02-00636	10
02-00637	10
02-00638	10
02-00658	10
02-00631	10
02-00633	10
02-00595	10
02-00596	10
02-00588	10
02-00590	10
02-00591	10
02-00582	10
02-00581	10
02-00586	10
02-00538	10
02-00542	10
02-00576	10
02-00531	10
02-00532	10
02-00529	10
02-00500	10
02-00533	10
02-00496	10
02-00497	10
02-00498	10
02-00486	10
02-00490	10
02-00445	10
02-00442	10
02-00492	10
02-00484	10
02-00449	10
02-00447	10
02-00446	10
02-00436	10
02-00435	10
02-00433	10
02-00411	10
02-00402	10
02-00365	10
02-00403	10
02-00356	10
02-00359	10
02-00357	10
02-00346	10
02-00348	10
02-00300	10
02-00301	10
02-00299	10
02-00296	10
02-00292	10
02-00293	10
02-00287	10
02-00290	10
02-00248	10
02-00246	10
02-00243	10
02-00245	10
02-00244	10
02-00192	10
02-00191	10
02-00184	10
02-00182	10
02-00175	10
02-00174	10
02-00002	10
01-02751	10
01-02733	10
01-02731	10
01-02725	10
01-02726	10
01-02690	10
01-02639	10
01-02636	10
01-02634	10
01-02627	10
01-02566	10
01-02606	10
01-02564	10
01-02563	10
01-02562	10
01-02524	10
01-02529	10
01-02518	10
01-02519	10
01-02693	10
01-02469	10
01-02191	10
01-02190	10
01-01965	10
01-01961	10
01-01921	10
01-01918	10
01-01917	10
01-01849	10
01-01815	10
01-01638	10
01-01641	10
01-01548	10
01-01546	10
01-01506	10
01-01256	10
01-01171	10
01-01169	10
01-01162	10
01-01065	10
01-01061	10
01-01055	10
01-00940	10
01-00939	10
01-00904	10
01-00903	10
01-00905	10
01-00875	10
01-00901	10
01-00872	10
01-00900	10
01-00850	10
01-00849	10
01-00873	10
01-00813	10
01-00806	10
01-00783	10
01-00777	10
01-00750	10
01-00776	10
01-00773	10
01-00747	10
01-00731	10
01-00809	10
01-00751	10
01-00734	10
01-00719	10
01-00663	10
01-00664	10
01-00660	10
01-00495	10
01-00399	10
01-00392	10
01-00377	10
01-00378	10
01-00336	10
01-00316	10
01-00314	10
01-00317	10
01-00320	10
01-00198	10
01-00184	10
01-00188	10
01-00171	10
01-00165	10
01-00162	10
01-00152	10
01-00118	10
01-00031	10
01-00119	10
00-05614	10
00-05615	10
00-05606	10
01-00028	10
00-05230	10
00-05211	10
00-05201	10
00-05035	10
00-04949	10
00-02833	10
00-02820	10
00-02798	10
00-02797	10
03-03622	10
03-03621	10
03-03619	10
03-03628	10
03-03617	10
03-03609	10
03-03603	10
03-03600	10
03-03599	10
03-00359	10
03-00306	10
03-00282	10
03-00283	10
03-00263	10
03-00253	10
03-00254	10
03-00239	10
03-00222	10
02-02211	10
02-00732	10
03-00236	10
00-02731	10
00-02730	10
00-02737	10
00-02733	10
00-02770	10
00-02761	10
00-02752	10
00-02732	10
00-02736	10
00-02735	10
00-02728	10
00-02725	10
00-02741	10
00-02703	10
00-02704	10
00-02702	10
00-00065	10
00-00035	10
00-00022	10
01-00727	10
01-00732	10
01-00780	10
01-00726	10
01-00396	10
01-00398	10
01-00277	10
01-00278	10
01-00218	10
01-00219	10
01-00197	10
01-00190	10
01-00183	10
01-00179	10
01-00166	10
01-00816	10
01-00313	10
01-00276	10
01-00380	10
01-00381	10
02-00487	10
01-00338	10
01-00311	10
01-00272	10
01-00192	10
01-00489	10
01-00871	10
01-00746	10
02-01094	10
02-01093	10
02-00714	10
02-00444	10
02-00025	10
02-00787	10
01-02641	10
02-00441	10
02-00360	10
02-00794	10
02-00535	10
00-02775	10
02-00661	10
02-00188	10
02-00726	10
01-00032	10
02-00440	10
02-00297	10
02-00585	10
02-00252	-1
05-00424	11
05-00539	11
05-00385	11
05-00371	11
05-00350	11
05-00351	11
05-00291	11
05-00277	11
05-00273	11
05-00275	11
05-00272	11
05-00271	11
05-00257	11
05-00258	11
05-00253	11
05-00252	11
05-00248	11
05-00246	11
05-00204	11
05-00155	11
05-00135	11
05-00136	11
05-00061	11
10-00087	-1
08-00177	12
08-00161	12
06-00524	-1
12-00241	-1
23-00796	-1
14-00573	13
14-00572	13
14-00616	13
14-00584	13
14-00562	13
14-00561	13
14-00575	13
14-00543	13
20-00034	14
20-00033	14
20-00121	14
20-00079	14
20-00032	14
19-00986	14
19-00967	14
19-00846	14
19-00834	14
19-00833	14
19-00819	14
19-00306	14
19-00150	14
19-00312	14
19-00106	14
18-00899	14
18-00395	14
18-00378	14
18-00372	14
18-00373	14
18-00312	14
18-00287	14
18-00183	14
18-00168	14
18-00124	14
18-00117	14
18-00118	14
18-00119	14
18-00097	14
18-00093	14
18-00090	14
18-00063	14
18-00038	14
18-00030	14
18-00031	14
18-00015	14
18-00003	14
18-00001	14
17-01302	14
18-00004	14
17-01277	14
17-01273	14
17-01272	14
17-01079	14
17-01041	14
17-01038	14
17-01032	14
17-01031	14
17-01024	14
17-01021	14
17-00992	14
17-00986	14
17-00987	14
17-00988	14
17-01000	14
17-00981	14
17-00999	14
17-00962	14
17-00963	14
17-00969	14
17-00961	14
17-00960	14
17-00967	14
17-00942	14
17-00951	14
17-00944	14
17-00937	14
17-00966	14
17-00965	14
17-00933	14
17-00938	14
17-00934	14
17-00931	14
17-00929	14
17-00928	14
17-00922	14
17-00913	14
17-00912	14
17-00909	14
17-00902	14
17-00830	14
17-00812	14
17-00770	14
17-00841	14
17-00742	14
17-00727	14
17-00710	14
17-00720	14
17-00716	14
17-00717	14
17-00737	14
17-00730	14
17-00700	14
17-00719	14
17-00688	14
17-00690	14
17-00698	14
17-00686	14
17-00671	14
17-00675	14
17-00496	14
17-00665	14
17-00662	14
17-00658	14
17-00650	14
17-00655	14
17-00612	14
17-00631	14
17-00618	14
17-00632	14
17-00585	14
17-00626	14
17-00602	14
17-00555	14
17-00544	14
17-00578	14
17-00538	14
17-00546	14
17-00547	14
17-00522	14
17-00513	14
17-00523	14
17-00515	14
17-00554	14
17-00512	14
17-00497	14
17-00508	14
17-00659	14
17-00489	14
17-00475	14
17-00481	14
17-00466	14
17-00487	14
17-00448	14
17-00403	14
17-00404	14
17-00375	14
17-00490	14
17-00374	14
17-00364	14
17-00365	14
17-00337	14
17-00284	14
17-00362	14
17-00368	14
17-00288	14
17-00287	14
17-00281	14
17-00276	14
17-00297	14
17-00257	14
17-00256	14
17-00263	14
17-00231	14
17-00222	14
17-00260	14
17-00219	14
17-00165	14
17-00333	14
17-00367	14
17-00129	14
17-00160	14
17-00108	14
17-00150	14
17-00067	14
17-00042	14
16-00775	14
18-00298	14
18-00265	14
18-00296	14
18-00005	14
17-01216	14
17-01217	14
17-00733	14
17-00360	14
17-00344	14
19-00453	14
19-00389	14
19-00278	14
19-00263	14
19-00265	14
19-00266	14
19-00218	14
18-00664	14
19-00836	14
19-00825	14
19-00722	14
19-00690	14
19-00675	14
18-00482	14
18-00764	14
18-00462	14
18-00396	14
18-00401	14
18-00402	14
18-00349	14
18-00314	14
18-00266	14
18-00235	14
18-00221	14
18-00223	14
19-00590	14
19-00592	14
19-01006	14
19-00994	14
19-00585	14
18-00965	14
18-00654	14
17-01267	14
16-00796	14
16-00795	14
16-00792	14
16-00787	14
16-00786	14
16-00793	14
16-00774	14
16-00764	14
16-00757	14
16-00758	14
16-00707	14
16-00701	14
16-00714	14
16-00685	14
16-00648	14
17-00131	14
17-00040	14
17-00022	14
17-00020	14
16-00809	14
16-00860	14
16-00851	14
16-00815	14
16-00814	14
17-00310	14
17-00309	14
17-00203	14
17-00192	14
17-00128	14
17-00151	14
17-00149	14
17-00090	14
17-00078	14
17-00089	14
17-00059	14
17-00060	14
17-00041	14
17-00079	14
17-00052	14
17-00051	14
17-00050	14
17-00416	14
17-00330	14
17-00334	14
17-00295	14
18-00236	14
18-00255	14
18-00230	14
18-00226	14
18-00201	14
18-00173	14
18-00170	14
18-00151	14
18-00147	14
18-00152	14
18-00166	14
18-00149	14
18-00143	14
17-00271	14
17-00278	14
17-00274	14
17-00277	14
17-00336	14
18-00292	14
18-00286	14
17-00104	14
17-00046	14
19-00601	14
19-00578	14
19-00487	14
19-00355	14
06-00630	15
06-00595	15
06-00572	15
06-00558	15
06-00505	15
06-00496	15
06-00494	15
06-00497	15
06-00468	15
06-00478	15
06-00467	15
06-00462	15
06-00437	15
06-00419	15
06-00401	15
06-00400	15
06-00392	15
06-00367	15
06-00445	15
08-00275	-1
09-00072	16
08-00668	16
08-00607	16
08-00583	16
08-00566	16
08-00577	16
08-00553	16
08-00538	16
08-00523	16
08-00522	16
08-00467	16
08-00460	16
08-00458	16
08-00459	16
08-00452	16
08-00453	16
08-00441	16
08-00402	16
08-00380	16
08-00381	16
08-00377	16
08-00379	16
08-00374	16
08-00378	16
08-00370	16
08-00356	16
08-00341	16
08-00343	16
08-00366	16
08-00342	16
08-00339	16
08-00351	16
08-00331	16
08-00329	16
08-00316	16
08-00332	16
08-00340	16
08-00328	16
08-00327	16
08-00330	16
08-00344	16
08-00303	16
08-00304	16
08-00337	16
08-00279	16
08-00319	16
08-00323	16
08-00322	16
08-00311	16
08-00294	16
08-00300	16
08-00272	16
08-00276	16
08-00362	16
08-00295	16
08-00282	16
08-00278	16
08-00299	16
08-00281	16
08-00271	16
08-00250	16
08-00259	16
08-00254	16
08-00277	16
08-00252	16
08-00258	16
08-00263	16
08-00255	16
08-00257	16
08-00227	16
08-00237	16
08-00235	16
08-00220	16
08-00221	16
08-00216	16
08-00211	16
08-00203	16
08-00210	16
08-00202	16
08-00209	16
08-00201	16
08-00207	16
08-00198	16
08-00199	16
08-00193	16
08-00196	16
08-00204	16
08-00195	16
08-00208	16
08-00200	16
08-00192	16
08-00188	16
08-00190	16
08-00189	16
08-00183	16
08-00179	16
08-00182	16
08-00176	16
08-00181	16
08-00174	16
08-00171	16
08-00173	16
08-00166	16
08-00165	16
08-00163	16
08-00168	16
08-00169	16
08-00167	16
08-00162	16
08-00158	16
08-00157	16
08-00155	16
08-00140	16
08-00138	16
08-00144	16
08-00139	16
08-00137	16
08-00133	16
08-00136	16
08-00125	16
08-00126	16
08-00124	16
08-00116	16
08-00117	16
08-00107	16
08-00121	16
08-00120	16
08-00098	16
08-00089	16
08-00083	16
08-00079	16
08-00077	16
08-00062	16
08-00061	16
08-00056	16
08-00049	16
08-00050	16
08-00051	16
08-00030	16
08-00020	16
08-00027	16
08-00026	16
08-00021	16
08-00029	16
07-00640	16
07-00639	16
07-00568	16
07-00391	16
07-00366	16
07-00361	16
07-00197	16
06-00454	16
08-00594	16
08-00517	16
14-00178	-1
08-00505	17
08-00461	17
08-00437	17
08-00385	17
08-00360	17
08-00302	17
08-00727	-1
10-00057	-1
13-00670	18
14-00356	18
13-00665	18
13-00649	18
13-00646	18
13-00650	18
13-00614	18
13-00205	18
13-00261	18
13-00191	18
13-00838	18
07-00746	18
11-00840	-1
24-00157	-1
16-00572	19
15-01423	19
23-00231	19
17-00366	19
17-00221	19
18-00159	19
14-00370	20
14-00348	20
14-00336	20
14-00221	20
14-00215	20
14-00211	20
14-00212	20
14-00169	20
14-00361	20
14-00354	20
19-00874	-1
10-00134	-1
12-00315	-1
10-00107	21
10-00093	21
10-00294	22
10-00295	22
10-00266	22
10-00259	22
10-00557	23
10-00598	23
10-00534	23
11-00006	23
19-00076	24
19-00163	24
19-01000	24
21-00545	24
21-00544	24
10-00088	25
10-00105	25
10-00084	25
11-00627	25
10-00328	25
19-00320	26
19-00653	26
19-00319	26
19-00318	26
19-00342	26
19-00317	26
19-00056	26
19-00041	26
14-00277	27
14-00275	27
14-00241	27
14-00210	27
14-00163	27
14-00047	27
14-00099	27
14-00043	27
15-01284	28
15-01283	28
15-01297	28
15-01303	28
15-01282	28
15-01275	28
15-01266	28
15-01265	28
15-01255	28
15-01251	28
15-01217	28
15-01209	28
13-00848	28
13-00876	28
13-00819	28
15-01381	28
16-00213	28
15-01321	28
15-01422	28
18-00288	28
18-00344	28
19-01010	28
18-00379	28
18-00156	28
18-00259	28
15-01430	28
15-01429	28
06-00156	29
06-00203	29
06-00059	29
06-00583	29
06-00211	29
06-00193	29
16-00037	30
16-00023	30
10-00097	31
10-00098	31
17-01221	32
17-01263	32
17-00391	32
18-00805	33
18-00804	33
18-00689	33
18-00682	33
18-00660	33
18-00609	33
18-00619	33
18-00566	33
18-00562	33
18-00548	33
18-00510	33
18-00476	33
18-00529	33
18-00450	33
18-00449	33
18-00432	33
18-00431	33
18-00434	33
18-00408	33
18-00390	33
18-00388	33
18-00377	33
18-00332	33
18-00284	33
18-00186	33
20-00221	34
20-00290	34
20-00224	34
20-00209	34
20-00225	34
20-00206	34
20-00207	34
20-00200	34
20-00223	34
20-00193	34
20-00194	34
20-00167	34
20-00150	34
20-00148	34
20-00149	34
20-00119	34
20-00120	34
20-00128	34
20-00097	34
20-00098	34
20-00088	34
20-00085	34
20-00077	34
20-00087	34
20-00086	34
20-00050	34
20-00029	34
19-01229	34
19-01181	34
19-01095	34
19-01090	34
19-01096	34
19-01093	34
19-01094	34
19-01092	34
19-01056	34
19-01035	34
19-01014	34
19-01015	34
19-01034	34
19-01011	34
19-00980	34
19-00969	34
19-00965	34
19-00966	34
19-00936	34
19-00888	34
19-00860	34
19-00861	34
19-00839	34
19-00810	34
19-00817	34
19-00813	34
19-00796	34
19-00766	34
19-00726	34
19-00705	34
19-00706	34
19-00679	34
19-00643	34
19-00630	34
19-00609	34
19-00604	34
19-00657	34
19-00654	34
19-00656	34
19-00573	34
19-00580	34
19-00651	34
19-00650	34
19-00649	34
19-00513	34
19-00648	34
19-00647	34
19-00517	34
19-00492	34
19-00566	34
19-00460	34
19-00506	34
19-00461	34
19-00404	34
19-00390	34
19-00401	34
19-00382	34
19-00393	34
19-00504	34
19-00383	34
19-00374	34
19-00380	34
19-00411	34
19-00366	34
19-00369	34
19-00361	34
19-00367	34
19-00353	34
19-00348	34
19-00373	34
19-00352	34
19-00793	34
19-00337	34
19-00365	34
19-00503	34
19-00499	34
19-00500	34
19-00316	34
19-00498	34
19-00497	34
19-00286	34
19-00282	34
19-00310	34
19-00308	34
19-00309	34
19-00288	34
19-00264	34
19-00281	34
19-00253	34
19-00307	34
19-00255	34
19-00254	34
19-00245	34
19-00241	34
19-00223	34
19-00219	34
19-00305	34
19-00302	34
19-00304	34
19-00303	34
19-00297	34
19-00226	34
19-00298	34
19-00228	34
19-00204	34
19-00243	34
19-00203	34
19-00196	34
19-00315	34
19-00171	34
19-00168	34
19-00173	34
19-00212	34
19-00160	34
19-00172	34
19-00151	34
19-00195	34
19-00134	34
19-00144	34
19-00147	34
19-00148	34
19-00149	34
19-00110	34
19-00116	34
19-00103	34
19-00092	34
19-00090	34
19-00083	34
19-00091	34
19-00068	34
19-00060	34
19-00062	34
19-00054	34
19-00051	34
19-00064	34
19-00050	34
19-00052	34
19-00055	34
19-00053	34
19-00045	34
19-00109	34
19-00097	34
19-00046	34
19-00108	34
19-00037	34
19-00025	34
19-00010	34
19-00012	34
18-00993	34
18-00994	34
18-00986	34
18-00957	34
18-00943	34
18-00914	34
18-00862	34
18-00762	34
18-00768	34
18-00731	34
18-00717	34
18-00678	34
18-00666	34
18-00668	34
18-00642	34
18-00638	34
18-00637	34
18-00617	34
18-00625	34
18-00611	34
18-00604	34
18-00612	34
18-00592	34
18-00587	34
18-00580	34
18-00581	34
18-00572	34
18-00573	34
18-00564	34
18-00585	34
18-00583	34
18-00584	34
18-00549	34
18-00528	34
18-00513	34
18-00485	34
18-00484	34
18-00499	34
18-00500	34
18-00493	34
18-00490	34
18-00495	34
18-00460	34
18-00413	34
18-00416	34
18-00397	34
18-00384	34
18-00369	34
18-00376	34
18-00952	34
18-00953	34
18-00330	34
18-00347	34
18-00313	34
18-00278	34
18-00269	34
18-00268	34
18-00263	34
18-00260	34
18-00950	34
18-00252	34
18-00233	34
18-00949	34
18-00220	34
18-00218	34
18-00219	34
18-00222	34
18-00352	34
18-00213	34
18-00211	34
18-00214	34
18-00212	34
18-00177	34
17-00477	34
17-00468	34
19-00225	34
19-00169	34
19-00272	34
19-00349	34
19-00193	34
17-00321	34
17-00163	34
19-01183	34
19-00295	34
19-00211	34
19-00057	34
19-00042	34
18-00901	34
19-01024	34
20-00187	34
19-00586	34
19-00509	34
19-00721	34
19-00688	34
19-00658	34
19-00471	34
19-00613	34
24-01146	34
24-01149	34
24-01133	34
24-01163	34
24-01140	34
24-01135	34
24-01139	34
24-01136	34
24-01118	34
24-01119	34
24-01111	34
24-01110	34
24-01120	34
24-01104	34
24-01124	34
24-01112	34
24-01150	34
24-01113	34
24-01116	34
24-01114	34
24-01151	34
24-01117	34
24-01098	34
24-01082	34
24-01089	34
24-01093	34
24-01091	34
24-01060	34
24-01052	34
24-01065	34
24-01062	34
24-01030	34
24-01034	34
24-01063	34
24-01066	34
24-00994	34
24-00945	34
24-00948	34
24-00950	34
24-00943	34
24-00952	34
24-00946	34
24-00953	34
24-00965	34
24-00961	34
24-00878	34
24-00876	34
24-00888	34
24-00886	34
24-00887	34
24-00714	34
24-00705	34
24-00098	34
24-00070	34
24-00072	34
24-00073	34
24-00069	34
24-01130	34
24-01142	34
24-00849	34
24-00811	34
24-00759	34
24-00696	34
24-00677	34
24-00631	34
24-00630	34
24-00586	34
24-00577	34
24-00580	34
24-00403	34
24-00227	34
24-00172	34
24-00080	34
24-00148	34
23-00885	34
23-00768	34
23-00506	34
24-01081	34
24-01078	34
24-01088	34
24-01086	34
24-00930	34
24-00928	34
24-00929	34
24-00812	34
24-00807	34
24-00760	34
24-00786	34
24-00735	34
24-00731	34
24-00722	34
24-00656	34
24-00642	34
24-00643	34
24-00525	34
24-00528	34
24-00516	34
24-00530	34
24-00540	34
24-00473	34
24-00472	34
24-00443	34
24-00387	34
24-00412	34
24-00208	34
24-00167	34
24-00173	34
24-00176	34
24-00275	34
24-00574	34
24-00122	34
24-00113	34
24-00131	34
24-00276	34
24-00185	34
24-00095	34
24-00067	34
24-00037	34
23-00773	34
23-00770	34
23-00738	34
23-00735	34
23-00731	34
23-00650	34
23-00304	34
23-00310	34
23-00325	34
23-00179	34
22-00571	34
24-00140	34
24-00575	34
24-00479	34
23-00690	34
23-00689	34
23-00695	34
23-00826	34
23-00830	34
23-00827	34
24-01122	34
24-01121	34
18-00343	34
22-00554	34
23-00541	34
24-00455	34
24-00217	34
24-00102	34
18-00264	34
18-00433	34
18-00371	34
18-00299	34
18-00297	34
18-00237	34
18-00187	34
07-00288	-1
07-00330	35
07-00302	35
10-00207	36
10-00187	36
10-00182	36
10-00126	36
10-00112	36
10-00089	36
10-00086	36
09-00070	36
09-00077	36
09-00056	36
17-01027	36
10-00075	37
10-00073	37
10-00091	37
10-00058	37
10-00033	37
10-00029	37
10-00026	37
10-00022	37
10-00023	37
10-00018	37
10-00017	37
10-00006	37
08-00034	37
07-00412	37
07-00399	37
07-00397	37
07-00390	37
07-00382	37
07-00377	37
07-00376	37
07-00369	37
07-00365	37
07-00362	37
07-00358	37
07-00363	37
07-00360	37
07-00356	37
07-00349	37
07-00352	37
07-00338	37
07-00340	37
07-00344	37
07-00341	37
07-00332	37
07-00333	37
07-00329	37
07-00335	37
07-00324	37
07-00327	37
07-00326	37
07-00320	37
07-00310	37
07-00311	37
07-00308	37
07-00306	37
07-00295	37
07-00297	37
07-00292	37
07-00300	37
07-00303	37
07-00299	37
07-00291	37
07-00290	37
07-00266	37
07-00265	37
07-00267	37
07-00264	37
07-00268	37
07-00260	37
07-00249	37
07-00238	37
07-00246	37
07-00235	37
07-00245	37
07-00188	37
24-01002	38
24-00243	38
19-01319	38
16-00348	39
16-00462	39
16-00322	39
16-00318	39
16-00298	39
16-00301	39
16-00310	39
16-00299	39
16-00288	39
16-00287	39
16-00285	39
16-00284	39
16-00279	39
16-00265	39
16-00261	39
16-00252	39
16-00253	39
16-00254	39
16-00244	39
16-00241	39
16-00239	39
16-00237	39
16-00240	39
16-00235	39
16-00229	39
16-00219	39
16-00198	39
16-00211	39
16-00215	39
16-00197	39
16-00154	39
16-00151	39
16-00221	39
16-00126	39
15-01053	39
15-00956	39
14-00083	39
14-00054	39
14-00053	39
14-00025	39
24-01058	39
24-00933	39
24-00917	39
24-00867	39
24-00854	39
24-00407	39
24-00369	39
24-00233	39
23-00802	39
23-00577	39
23-00571	39
23-00569	39
23-00550	39
23-00551	39
23-00549	39
23-00548	39
23-00475	39
23-00474	39
22-00085	39
22-00081	39
22-00052	39
21-00374	39
21-00372	39
21-00373	39
23-00291	39
22-00073	39
24-00795	39
23-00184	39
18-00040	39
11-00756	39
11-00742	39
11-00718	39
11-00694	39
11-00684	39
11-00297	39
16-00302	39
10-00325	39
10-00310	39
08-00646	40
08-00591	40
07-00739	41
07-00741	41
07-00698	41
07-00699	41
07-00695	41
07-00734	41
09-00363	42
09-00429	42
09-00290	42
09-00254	42
09-00283	42
09-00289	42
09-00251	42
10-00209	43
10-00216	43
10-00188	43
10-00189	43
10-00164	43
10-00169	43
10-00161	43
10-00153	43
10-00143	43
10-00133	43
10-00123	43
10-00110	43
10-00130	43
10-00686	44
10-00685	44
10-00680	44
10-00664	44
10-00665	44
10-00661	44
10-00654	44
10-00653	44
10-00570	44
10-00565	44
10-00546	44
10-00336	44
10-00326	44
10-00318	44
10-00309	44
10-00305	44
10-00299	44
10-00285	44
10-00288	44
10-00280	44
10-00276	44
10-00277	44
10-00271	44
10-00265	44
10-00257	44
10-00262	44
10-00248	44
10-00254	44
10-00261	44
10-00251	44
10-00255	44
10-00249	44
10-00252	44
10-00236	44
10-00228	44
10-00214	44
10-00198	44
10-00156	44
10-00162	44
10-00103	44
10-00049	44
10-00039	44
09-00425	44
09-00428	44
09-00426	44
09-00424	44
09-00343	44
09-00345	44
09-00287	44
09-00279	44
09-00280	44
09-00282	44
09-00284	44
09-00286	44
09-00186	44
09-00188	44
09-00185	44
09-00180	44
09-00182	44
09-00189	44
09-00184	44
09-00183	44
09-00173	44
09-00177	44
09-00150	44
09-00153	44
09-00133	44
09-00176	44
09-00137	44
09-00138	44
09-00132	44
09-00129	44
09-00065	44
09-00068	44
09-00066	44
09-00063	44
09-00067	44
09-00046	44
09-00030	44
09-00019	44
09-00128	44
08-00187	44
10-00662	44
10-00359	44
10-00329	44
10-00327	44
10-00303	44
10-00247	44
10-00154	44
10-00145	44
10-00099	44
10-00042	44
09-00427	44
11-00649	44
15-01204	-1
17-00230	45
