,24-00437_D8_142,23-00392_D8_142,23-00303_D8_142,23-00277_D8_142,23-00276_D8_142,23-00229_D8_142,17-01023_D8_142,16-00655_D8_142,16-00613_D8_142,16-00584_D8_142,16-00574_D8_142,16-00567_D8_142,16-00566_D8_142,16-00544_D8_142,16-00528_D8_142,16-00519_D8_142,16-00522_D8_142,16-00508_D8_142,16-00509_D8_142,16-00516_D8_142,16-00517_D8_142,16-00495_D8_142,16-00479_D8_142,16-00481_D8_142,16-00478_D8_142,16-00444_D8_142,16-00440_D8_142,16-00436_D8_142,16-00428_D8_142,16-00420_D8_142,16-00418_D8_142,16-00421_D8_142,16-00407_D8_142,16-00409_D8_142,16-00429_D8_142,16-00381_D8_142,16-00383_D8_142,16-00382_D8_142,16-00402_D8_142,16-00403_D8_142,16-00371_D8_142,16-00392_D8_142,16-00046_D8_142,16-00045_D8_142,15-00733_D8_142,14-00052_D8_142,14-00055_D8_142,13-00855_D8_142,13-00841_D8_142,13-00808_D8_142,13-00772_D8_142,13-00763_D8_142,13-00744_D8_142,13-00764_D8_142,13-00742_D8_142,13-00743_D8_142,13-00733_D8_142,13-00720_D8_142,13-00721_D8_142,13-00709_D8_142,13-00711_D8_142,13-00697_D8_142,13-00704_D8_142,13-00708_D8_142,13-00696_D8_142,13-00701_D8_142,13-00700_D8_142,13-00683_D8_142,13-00689_D8_142,13-00698_D8_142,13-00667_D8_142,13-00661_D8_142,13-00645_D8_142,13-00643_D8_142,13-00633_D8_142,13-00634_D8_142,13-00624_D8_142,13-00616_D8_142,13-00619_D8_142,13-00599_D8_142,13-00605_D8_142,13-00597_D8_142,13-00567_D8_142,13-00566_D8_142,13-00534_D8_142,13-00532_D8_142,13-00522_D8_142,13-00521_D8_142,13-00523_D8_142,13-00524_D8_142,13-00551_D8_142,13-00489_D8_142,13-00490_D8_142,13-00491_D8_142,13-00482_D8_142,13-00470_D8_142,13-00479_D8_142,13-00475_D8_142,13-00466_D8_142,13-00467_D8_142,13-00468_D8_142,13-00460_D8_142,13-00454_D8_142,13-00447_D8_142,13-00442_D8_142,13-00455_D8_142,13-00426_D8_142,13-00437_D8_142,13-00429_D8_142,13-00421_D8_142,13-00453_D8_142,13-00424_D8_142,13-00422_D8_142,13-00425_D8_142,13-00423_D8_142,13-00412_D8_142,13-00416_D8_142,13-00413_D8_142,13-00414_D8_142,13-00438_D8_142,13-00399_D8_142,13-00433_D8_142,13-00403_D8_142,13-00439_D8_142,13-00398_D8_142,13-00391_D8_142,13-00393_D8_142,13-00409_D8_142,13-00406_D8_142,13-00405_D8_142,13-00396_D8_142,13-00389_D8_142,13-00385_D8_142,13-00383_D8_142,13-00418_D8_142,13-00419_D8_142
16-00516_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00517_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00495_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00479_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00481_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00478_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00444_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00440_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00436_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00428_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00420_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00418_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00421_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00407_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00409_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00429_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00381_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00383_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00382_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00402_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00403_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00371_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00392_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00046_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-00045_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-00733_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-00052_D8_142,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.013157894736842146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
